domain,file_name,file_size,harmonic_score,content_length,word_count,real_mode,processing_timestamp
deployment,aws_infrastructure_plan.md,11437,0.37413196015343975,10798,1537,True,2026-05-08T22:09:15.238190
deployment,deployment_cost_analysis.md,9102,0.37986190304790307,8538,1203,True,2026-05-08T22:09:15.249060
deployment,deployment_scripts.sh,25584,0.398088630969299,25468,2076,True,2026-05-08T22:09:15.300968
deployment,upload_to_s3.py,14599,0.39782014866177623,14442,955,True,2026-05-08T22:09:15.314057
deployment,user_data_scripts.sh,21560,0.37490728460722983,21267,2070,True,2026-05-08T22:09:15.330875
